id,lot_frontage,lot_area,mas_vnr_area,bsmt_fin_sf_1,bsmt_fin_sf_2,bsmt_unf_sf,total_bsmt_sf,1st_flr_sf,2nd_flr_sf,gr_liv_area,garage_area,wood_deck_sf,open_porch_sf,enclosed_porch,3ssn_porch,screen_porch,pool_area,misc_val,year_built,year_remod/add,bsmt_full_bath,bsmt_half_bath,full_bath,half_bath,bedroom_abv_gr,kitchen_abv_gr,tot_rms_abv_grd,fireplaces,garage_yr_blt,garage_cars,mo_sold,yr_sold
482,0.0043320700894008335,-0.22778839384649313,-0.6207919490397761,0.2173176599872381,-0.25247574158226177,-0.8919311664220705,-0.838935546911278,-1.1847856218500101,0.7907789562790793,-0.17600978342360263,-0.3340233869016328,0.1227905526942512,0.2292782140626451,-0.3318839237021466,0.0,-0.24569766427820758,0.0,-0.1411006334598292,0.969790849952549,0.8515036721770042,1.1937695088111349,0.0,0.8526803978601785,1.2955969390869326,0.32821002759504325,0.0,0.6096151764458357,0.8417728678512412,0.8660596960501626,0.3674047964777762,-0.4004777826882727,0.9072990283715129
791,0.06678525444461343,0.1718664180830905,-0.6207919490397761,-0.9966258856022019,-0.25247574158226177,1.6544308596459694,0.7417267679137439,0.5714533722020507,-0.8024133597939695,-0.3327373293755426,-0.5520253227291054,-0.8163854403780377,-0.7899671920675079,-0.3318839237021466,0.0,-0.24569766427820758,0.0,-0.1411006334598292,-0.553010574402172,-1.266385916198171,-0.8246813514975474,0.0,-1.0441721821253884,-0.7718449849879598,0.32821002759504325,0.0,-0.8720883774155703,-0.884519146296812,-0.943897428916457,-1.0303308422963722,-0.028022803217337095,0.9072990283715129
2233,-0.8700125108835733,-0.5636471978588992,-0.6207919490397761,-0.07511003621750556,-0.25247574158226177,-0.557008549187375,-0.7787719293919866,-1.1179391549483746,0.42216769060379317,-0.47759157639172956,1.3238052878793796,-0.8163854403780377,-0.7899671920675079,0.43260189689146344,0.0,-0.24569766427820758,0.0,-0.1411006334598292,-1.1621311441440605,-1.642899620798202,-0.8246813514975474,0.0,-1.0441721821253884,-0.7718449849879598,0.32821002759504325,0.0,-0.13123660048486732,-0.884519146296812,-0.6623485428105383,0.3674047964777762,-0.4004777826882727,-0.6255472786117832
1793,0.43109549651668605,-0.05499561903942907,-0.6207919490397761,-0.9966258856022019,-0.25247574158226177,1.716189640128963,0.8128292249819975,0.6504537421767109,0.5038064272969773,0.9828241927058929,2.0285092199728374,-0.8163854403780377,-0.0619347591173986,-0.3318839237021466,0.0,-0.24569766427820758,0.0,-0.1411006334598292,1.0713109449095304,0.9926963114020159,-0.8246813514975474,0.0,0.8526803978601785,1.2955969390869326,0.32821002759504325,0.0,0.6096151764458357,-0.884519146296812,0.9867235043812707,1.7651404352519247,-1.1453877416301441,-0.6255472786117832
2132,0.5768195933455149,-0.041263742895821326,0.4820083269995845,1.0700269926178771,-0.25247574158226177,-1.0344514290751323,-0.05407380927324812,-0.31274307636049203,1.3177198931169043,1.0113201101517002,0.13746917198104044,0.9962242262514799,0.9573106470127544,-0.3318839237021466,0.0,-0.24569766427820758,0.0,-0.1411006334598292,0.8682707549955676,0.7103110329519926,1.1937695088111349,0.0,0.8526803978601785,1.2955969390869326,0.32821002759504325,0.0,0.6096151764458357,0.8417728678512412,0.7453958877190547,0.3674047964777762,0.34443217625359857,-0.6255472786117832
2787,0.1708738950366342,0.23737891051821908,-0.6207919490397761,1.2002678993309142,-0.25247574158226177,-1.376500059442481,-0.30293240901213564,-0.5892443712718026,-0.8024133597939695,-1.239857368067074,0.4720767944139053,1.5879051018870218,-0.7899671920675079,-0.3318839237021466,0.0,-0.24569766427820758,0.0,-0.1411006334598292,-0.07925013126959216,-0.6074869331481164,1.1937695088111349,0.0,-1.0441721821253884,-0.7718449849879598,0.32821002759504325,0.0,-0.8720883774155703,-0.884519146296812,-0.2601358483735118,0.3674047964777762,0.34443217625359857,-1.3919704321034312
2771,-0.08934770644341769,0.9920599369106612,-0.10002515202118914,-0.9966258856022019,-0.25247574158226177,0.4786386927582084,-0.6119546262703147,-0.8900534723291625,0.9392130229939596,0.19681180315904245,0.07156160998668826,3.062411411010515,0.8663065928939907,-0.3318839237021466,0.0,-0.24569766427820758,0.0,-0.1411006334598292,0.699070596733932,0.4749899675769731,-0.8246813514975474,0.0,0.8526803978601785,1.2955969390869326,0.32821002759504325,0.0,-0.13123660048486732,0.8417728678512412,0.5442895405005415,0.3674047964777762,0.7168871557245342,-1.3919704321034312
2238,-1.078189792067615,-1.5157239438157026,-0.6207919490397761,-0.9966258856022019,-0.25247574158226177,0.5617755126391611,-0.5162397802168964,-0.8262454811957832,-0.8024133597939695,-1.4250808314648211,-1.8194784380051088,-0.8163854403780377,-0.7899671920675079,2.114470702197406,0.0,-0.24569766427820758,0.0,-0.1411006334598292,-1.771251713885949,-1.642899620798202,-0.8246813514975474,0.0,-1.0441721821253884,-0.7718449849879598,-1.0447801276830255,0.0,-0.8720883774155703,-0.884519146296812,-2.391863128889753,-1.0303308422963722,1.0893421351954697,-0.6255472786117832
878,-1.1718695686004335,-1.2974443292829378,0.6811250435066912,0.6866763992738434,-0.25247574158226177,-0.9893200125683295,-0.4287290638251997,-0.729014256611586,-0.8024133597939695,-1.3490917182760018,-0.19713845045182446,0.49846094992316675,-0.7899671920675079,-0.3318839237021466,0.0,-0.24569766427820758,0.0,-0.1411006334598292,0.969790849952549,0.8985678852520081,1.1937695088111349,0.0,-1.0441721821253884,-0.7718449849879598,-2.417770282961094,0.0,-1.6129401543462734,-0.884519146296812,0.8660596960501626,0.3674047964777762,-0.028022803217337095,0.9072990283715129
1380,0.1188295747406238,-0.517302115874223,-0.30680020377856926,-0.9966258856022019,-0.25247574158226177,0.7042957752922231,-0.35215718698246506,-0.5588596135892411,-0.8024133597939695,-1.2161107701955678,-0.2579761999850726,-0.8163854403780377,-0.7899671920675079,-0.3318839237021466,0.0,-0.24569766427820758,0.0,-0.1411006334598292,-0.28229032118355496,-0.8898722115981398,-0.8246813514975474,0.0,-1.0441721821253884,-0.7718449849879598,0.32821002759504325,0.0,-0.13123660048486732,-0.884519146296812,-0.6221272733668357,-1.0303308422963722,2.206707073608277,0.14087587487986486
1565,0.7641791464111528,1.228648719634903,0.5126416680006779,1.9964575931992918,-0.25247574158226177,-0.5451318606329532,1.5402620549879764,1.8263438644918453,-0.8024133597939695,0.6479971627176575,2.0183695950506295,0.5923785492303957,0.28388064653390327,-0.3318839237021466,0.0,-0.24569766427820758,0.0,-0.1411006334598292,0.935950818300222,0.8044394591020003,1.1937695088111349,0.0,0.8526803978601785,-0.7718449849879598,0.32821002759504325,0.0,0.6096151764458357,2.5680648819992946,0.82583842660646,1.7651404352519247,0.34443217625359857,0.14087587487986486
1395,-0.3495693079234696,0.3518112117149503,-0.6207919490397761,-0.9966258856022019,-0.25247574158226177,0.21972688227181256,-0.9100380039795316,-1.2637859918246703,-0.8024133597939695,-1.7670318408145085,-1.1097046934505468,0.7614302279834076,-0.7899671920675079,-0.3318839237021466,0.0,-0.24569766427820758,0.0,-0.1411006334598292,-1.1621311441440605,0.5691183937269809,-0.8246813514975474,0.0,-1.0441721821253884,-0.7718449849879598,-1.0447801276830255,0.0,-1.6129401543462734,-0.884519146296812,-1.6678802789031049,-1.0303308422963722,0.7168871557245342,0.14087587487986486
